0
MONTH
DAY_OF_WEEK
DISTANCE
SCHEDULED_DEPARTURE
ARRIVAL_DELAY
AIRLINE_AS
AIRLINE_B6
AIRLINE_DL
AIRLINE_EV
AIRLINE_F9
AIRLINE_HA
AIRLINE_MQ
AIRLINE_NK
AIRLINE_OO
AIRLINE_UA
AIRLINE_US
AIRLINE_VX
AIRLINE_WN
ORIGIN_AIRPORT_ABI
ORIGIN_AIRPORT_ABQ
ORIGIN_AIRPORT_ABR
ORIGIN_AIRPORT_ABY
ORIGIN_AIRPORT_ACK
ORIGIN_AIRPORT_ACT
ORIGIN_AIRPORT_ACV
ORIGIN_AIRPORT_ACY
ORIGIN_AIRPORT_ADK
ORIGIN_AIRPORT_ADQ
ORIGIN_AIRPORT_AEX
ORIGIN_AIRPORT_AGS
ORIGIN_AIRPORT_AKN
ORIGIN_AIRPORT_ALB
ORIGIN_AIRPORT_ALO
ORIGIN_AIRPORT_AMA
ORIGIN_AIRPORT_ANC
ORIGIN_AIRPORT_APN
ORIGIN_AIRPORT_ASE
ORIGIN_AIRPORT_ATL
ORIGIN_AIRPORT_ATW
ORIGIN_AIRPORT_AUS
ORIGIN_AIRPORT_AVL
ORIGIN_AIRPORT_AVP
ORIGIN_AIRPORT_AZO
ORIGIN_AIRPORT_BDL
ORIGIN_AIRPORT_BET
ORIGIN_AIRPORT_BFL
ORIGIN_AIRPORT_BGM
ORIGIN_AIRPORT_BGR
ORIGIN_AIRPORT_BHM
ORIGIN_AIRPORT_BIL
ORIGIN_AIRPORT_BIS
ORIGIN_AIRPORT_BJI
ORIGIN_AIRPORT_BLI
ORIGIN_AIRPORT_BMI
ORIGIN_AIRPORT_BNA
ORIGIN_AIRPORT_BOI
ORIGIN_AIRPORT_BOS
ORIGIN_AIRPORT_BPT
ORIGIN_AIRPORT_BQK
ORIGIN_AIRPORT_BQN
ORIGIN_AIRPORT_BRD
ORIGIN_AIRPORT_BRO
ORIGIN_AIRPORT_BRW
ORIGIN_AIRPORT_BTM
ORIGIN_AIRPORT_BTR
ORIGIN_AIRPORT_BTV
ORIGIN_AIRPORT_BUF
ORIGIN_AIRPORT_BUR
ORIGIN_AIRPORT_BWI
ORIGIN_AIRPORT_BZN
ORIGIN_AIRPORT_CAE
ORIGIN_AIRPORT_CAK
ORIGIN_AIRPORT_CDC
ORIGIN_AIRPORT_CDV
ORIGIN_AIRPORT_CEC
ORIGIN_AIRPORT_CHA
ORIGIN_AIRPORT_CHO
ORIGIN_AIRPORT_CHS
ORIGIN_AIRPORT_CID
ORIGIN_AIRPORT_CIU
ORIGIN_AIRPORT_CLD
ORIGIN_AIRPORT_CLE
ORIGIN_AIRPORT_CLL
ORIGIN_AIRPORT_CLT
ORIGIN_AIRPORT_CMH
ORIGIN_AIRPORT_CMI
ORIGIN_AIRPORT_CMX
ORIGIN_AIRPORT_CNY
ORIGIN_AIRPORT_COD
ORIGIN_AIRPORT_COS
ORIGIN_AIRPORT_COU
ORIGIN_AIRPORT_CPR
ORIGIN_AIRPORT_CRP
ORIGIN_AIRPORT_CRW
ORIGIN_AIRPORT_CSG
ORIGIN_AIRPORT_CVG
ORIGIN_AIRPORT_CWA
ORIGIN_AIRPORT_DAB
ORIGIN_AIRPORT_DAL
ORIGIN_AIRPORT_DAY
ORIGIN_AIRPORT_DBQ
ORIGIN_AIRPORT_DCA
ORIGIN_AIRPORT_DEN
ORIGIN_AIRPORT_DFW
ORIGIN_AIRPORT_DHN
ORIGIN_AIRPORT_DIK
ORIGIN_AIRPORT_DLG
ORIGIN_AIRPORT_DLH
ORIGIN_AIRPORT_DRO
ORIGIN_AIRPORT_DSM
ORIGIN_AIRPORT_DTW
ORIGIN_AIRPORT_DVL
ORIGIN_AIRPORT_EAU
ORIGIN_AIRPORT_ECP
ORIGIN_AIRPORT_EGE
ORIGIN_AIRPORT_EKO
ORIGIN_AIRPORT_ELM
ORIGIN_AIRPORT_ELP
ORIGIN_AIRPORT_ERI
ORIGIN_AIRPORT_ESC
ORIGIN_AIRPORT_EUG
ORIGIN_AIRPORT_EVV
ORIGIN_AIRPORT_EWN
ORIGIN_AIRPORT_EWR
ORIGIN_AIRPORT_EYW
ORIGIN_AIRPORT_FAI
ORIGIN_AIRPORT_FAR
ORIGIN_AIRPORT_FAT
ORIGIN_AIRPORT_FAY
ORIGIN_AIRPORT_FCA
ORIGIN_AIRPORT_FLG
ORIGIN_AIRPORT_FLL
ORIGIN_AIRPORT_FNT
ORIGIN_AIRPORT_FSD
ORIGIN_AIRPORT_FSM
ORIGIN_AIRPORT_FWA
ORIGIN_AIRPORT_GCC
ORIGIN_AIRPORT_GCK
ORIGIN_AIRPORT_GEG
ORIGIN_AIRPORT_GFK
ORIGIN_AIRPORT_GGG
ORIGIN_AIRPORT_GJT
ORIGIN_AIRPORT_GNV
ORIGIN_AIRPORT_GPT
ORIGIN_AIRPORT_GRB
ORIGIN_AIRPORT_GRI
ORIGIN_AIRPORT_GRK
ORIGIN_AIRPORT_GRR
ORIGIN_AIRPORT_GSO
ORIGIN_AIRPORT_GSP
ORIGIN_AIRPORT_GST
ORIGIN_AIRPORT_GTF
ORIGIN_AIRPORT_GTR
ORIGIN_AIRPORT_GUC
ORIGIN_AIRPORT_GUM
ORIGIN_AIRPORT_HDN
